Repository Name,Repository_ID
Verhandlungen der Physikalisch-Medizinischen Gesellschaft zu Würzburg / N.F.,ukte.vpmgnf
Bibliothek für Bildungsgeschichtliche Forschung,mjvh.bbf
OPUS der Technischen Hochschule Augsburg,aeqm.opustha
Max-Planck-Institut zur Erforschung von Gemeinschaftsgütern (MPI-Coll),gesis.mpi-coll
Biodiversity Exploratories Information System,fzct.bexis
INPTDAT,tib.inp
OER@vhb,sbhb.vhboer
OPUS 4,roit.npotjd
Deutsche Bundesstiftung Umwelt (DBU),tib.dbu
INM,oolr.inmdok
Articulations,vsdn.fqtgep
OJS,mbbp.swrhqb
OPUS-HSO,mbbp.xyvpjn
IAG-host,oryz.oogdyd
ARChive,qvvc.archive
Max Planck Institute for the Science of Human History,bmlm.shh
ePIC,ruwk.epic-awi
Universität der Bundeswehr München,tib.ubunibwm
Difu-Repository,idac.dtwrdq
RDSpace@UBT,qndc.rdspace
DIE-Publikationen,sgul.atlwzb
BICC,asau.bicc
ILS - Institut für Landes- und Stadtentwicklungsforschung gGmbH,qbss.kserpj
Bibliotheca Hertziana - Max Planck Institute for Art History,bmlm.bhmpi
Verantwortungsblog,uokl.fanpii
Bayerisches Forschungsinstitut für Digitale Transformation (bidt),tib.bidt
Altfränkische Bilder,ukte.afrb
Research Data Centre of the Leibniz Institute of Ecological Urban and Regional Development,mzhu.ioerdata
OPUS-Publikationsserver der Hochschule Hof,cocg.ykuoni
Bibliothek der Hochschule Hannover,dxdt.mwxivf
Greenpeace e.V.,anqx.winiln
Botanical Institute (Kiel Herbarium),fnma.xssojy
GEOMAR BIS Biosample Repository,hema.ndvoef
Astronomisches Recheninstitut,vgzm.ari
Frankfurter Technologiezentrum [:Medien] - FTzM,gesis.ftzm
Beethoven Portal online,wvfl.tbxtnp
Hochschulschriftenserver der Hochschule Emden/Leer,yhnq.rbagzz
OPUS Publikationsserver,xjjt.dkgiye
FID move,wuua.vozxlg
Bundesanstalt für Materialforschung und -prüfung (BAM),tib.bam
Neon Neue Energieökonomik GmbH,tib.neon
Global Media Journal,vsdn.psqjtb
G1,oryz.arsuhx
Weimarer Monographien zur Ur- und Frühgeschichte,flla.xavkux
Publikationsserver der Hochschule München,vgkk.kqsnxy
OPUS,pvre.ysjxkd
UFZ Publikationsverzeichnis,arfm.ufzpub
TFJ,vsdn.invufc
BB,vsdn.sepbak
OJS MenschenRechtsMagazin,gizq.euefep
Forschungsstelle für Energiewirtschaft e. V.,tib.ffe
Refodat,fzct.refodat
Universitätsbibliothek Tübingen - Open Journals - Jahrbuch für westfälische Kirchengeschichte - Beihefte,awzy.uvvhnb
Alt-Thüringen,flla.xowgjs
Publikationsplattform,mjvh.pzsgpk
ITES Blog,nbqj.ites
Bayerische Akademie der Wissenschaften,tib.badw
Dataverse,bsxh.nrclgk
Universitätsbibliothek Tübingen - Open Journals - Campus der Theologien,awzy.yrsrsk
OPUS-PHLB - Hochschulschriftenserver der PH Ludwigsburg,hmcg.dgmggq
Nachrichten der ARL,hqlo.arvohw
FID BAUdigital,wuua.uljier
Forschungszentrum L3S,tib.fl3s
Querelles Jahrbuch f�r Frauen- und Geschlechterforschung,gesis.qjb
Zusammenhaltsbericht,jkei.sehyfu
HFTor,kykl.haowsj
FHWS OPUS,grjh.vtwzuw
Stiftung Tierärtzliche Hochschule Hannover,tib.tiho
Wirtschaftsfakultät der THA,aeqm.jbalsz
FHW ITE,nffw.ofkues
Universitätsbibliothek Tübingen - Open Journals - Zeitschrift für junge Religionswissenschaft,awzy.looaah
"Max Planck Institute for the Study of Crime, Security and Law",bmlm.mpicsl
Publikationsportal des FIR an der RWTH Aachen,uzrj.mmjoqj
Africa Theological Journal,awzy.hmpacl
UBW Data Journal,ukte.ubwdajo
Federal Institute for Occupational Safety and Health (BAuA),baua.baua
Hochschulbibliothek der Hochschule für Technik und Wirtschaft Berlin,tib.htwberlin
Journal of Medical Materials and Technologies,tib.medmat
Zeitschrift für Mathematikdidaktik in Forschung und Praxis,uyzi.zmfp
Zeitschriften Streit-Kultur. Journal für Systematische Theologie,awzy.itxxyg
Universitätsbibliothek Tübingen - Open Journals - Theologie für die Praxis,awzy.yvspvf
Rhön- und Saalpost,ukte.rus
Hochschulschriftenserver der Hochschule Pforzheim,uykf.omcqaj
"Fachhochschule Potsdam, Hochschulbibliothek",tib.fhp
TAM DataHub,dbvx.fzpxuf
Verhandlungen der Physikalisch-Medizinischen Gesellschaft zu Würzburg,ukte.vpmg
Würzburger Stechäpfel,ukte.wuest
DHBW OPUS,urtm.opus
Veröffentlichungen des DatenTreuhand Kompetenznetzwerks (DaTNet),uokl.dfltka
Landesinstitut für Arbeitsschutz und Arbeitsgestaltung Nordrhein-Westfalen (LIA),olmo.bdiolq
KEEN,kiyb.keen
NDFI4Energy,wuua.ndfi4energy
medica mondiale,gesis.mm
HU Berlin - Arbeitsgruppe Elektronisches Publizieren,tib.hu-agep
Gedanken. Machen.,grjh.gm
OpenData - DESY - Deutsches Elektronen-Synchrotron,npiz.desy-opendata
Max Planck Computing and Data Facility,bmlm.mpcdf
Leibniz-Institut f�r Angewandte Geophysik im GEOZENTRUM HANNOVER,tib.fis-gp
FAUdata,jofv.faudata
FHW DITF,nffw.eyofuw
Würzburger naturwissenschaftliche Zeitschrift,ukte.wnz
Nefeli,zdgf.nefeli
Repositorium Bochum,owfe.zeacjv
Hochschule Kaiserslautern,ywab.fzesxy
Würzburger medicinische Zeitschrift,ukte.wmz
Chemisches und Veterinäruntersuchungsamt Stuttgart (CVUA Stuttgart),dxdt.ltrhax
OPUS-PHSG,pchj.gvqdhp
Hannah Arendt. Complete Works. Critical Edition,vsdn.vxoady
Scientific Reports,amnf.hvsbtc
Universitätsbibliothek Tübingen - Open Journals - Bulletin of Intercultural Philosophy,awzy.rgfpoy
Helmholtz-Zentrum München – Deutsches Forschungszentrum für Gesundheit und Umwelt (GmbH),tib.hmgu
International Centre for Higher Education Research,gesis.incher
Sonderveröffentlichung des Thüringischen Landesamtes für Denkmalpflege und Archäologie,flla.aeryyn
BSH Data,fuuo.vxzwmn
HZDR-DEVICES,pqip.devices
FDM@DHBW,urtm.fdm
NFDI4Ing-Ingest,hlqc.jckkgr
Universität Potsdam - Research Data Repository,gizq.datarepo
Veröffentlichungen des Zentrums verantwortungsbewusste Digitalisierung (ZEVEDI),uokl.mfewfa
Opus - Hochschulschriftenserver der Hochschule Aalen,fsld.etyvqu
Transient Spaces & Societies,vgzm.mdlpgo
Institut f�r Designforschung - Hochschule Darmstadt,tib.idf
G3,oryz.srckkx
Miscellaneous,ifot.nenbtd
Digitale Bibliothek Thüringen- EAH Jena,kxxo.kqmndn
Universitätsbibliothek Osnabrück,tib.ubuos
G5,oryz.gdeeto
Open Monograph Press,sqhi.ofrnnb
Jahrbücher der Philosophisch-Medicinischen Gesellschaft zu Würzburg,ukte.jpmg
Neue Jahrbücher der königlich philosophisch-medicinischen Gesellschaft zu Würzburg,ukte.jpmgnf
DORIS,nbqj.doris
FAMOSH Database,nreu.famosh
AgEcon Search,tind.agecon
WIPO,tind.wipo
BCU,tind.bcu
University of Chicago,tind.uchicago
Digital Long Island,tind.longisland
SNHU Digital Archives,ljri.yonenz
University of Southern Indiana,usi.lheqnh
World Vegetable Center,tind.wvc
TIND Repository,anrp.tinbay
NAV,nav.bxlwwj
RVU Elevate,zpfx.wbxpua
Digital Greensboro,wilx.rkgxcd
SANDY - Stewarding Nebraska Data,lsqs.rlwdsq
reposiTUm,tuw.repositum
European Society of Radiology,myesr.esr
Digitale Sammlungen,wuw.digcol
TU Graz OPEN Library,tug.openlib
European Society of Radiology,tib.esr
European Society of Gastrointestinal and Abdominal Radiology,tib.esgar
Eurorad,myesr.eurorad
innsbruck university press,ulbt.iup
unipub,ugraz.unipub
WU Research,wuw.research
ePLUS,tib.ubsbg
MedienJournal,aau.mj
FH CAMPUS 02 Publikationsserver,fhwg.opus
DOOR,duk.door
TU Wien Research Data,tuw.tudata
mdwRepository,mdw.repository
PureMUL,mleoben.repository
REAL CORP Conference,corp.papers
FH Vorarlberg Opus,fhv.opus
JKU ePub,jku.mbqbwg
Forschungsdatenrepositorium der Universität Innsbruck,ulbt.datarep
ISTA Research Explorer,ist.rex
]a[repository,akbild.arepository
NHMW Data Repository,nhmw.datarepo
Science Communications World Wide,sciww.repo
Zeitschrift für Theologie und Philosophie,ulbt.ztp
Tethys,tuw.tethys
Repository,ums.repository
SeqCode Registry,ulbt.seqcode
KHM-Repository,khm.repo-khm1
Digital Library - University of Innsbruck,ulbt.diglib
OER-Repo,ulbt.oerrep
Journal of the Austrian Association for American Studies,ulbt.jaaas
Didaktik der slawischen Sprachen,ulbt.dislaw
MEMO - Medieval and Early Modern Material Culture Online,memo.journal
GeoSphere Austria Datahub,gba.datahub
netlibrary,aau.netlibrary
FH JOANNEUM ePUB,fhj.repo
UBMUL Digital,mleoben.vldigital
ÖFSE Publikationen,ofse.repository
REVISIT: Humanities & Medicine in Dialogue,ulbt.revisit
IIASA DARE,iiasa.dare
Technisches Museum Wien Journals,tmw.publ
NHMW VERLAG,nhmw.verlag
Publikationsdatenbank - Hochschule Campus Wien,fhcw.pubdb
JOANNEUM RESEARCH Forschungsgesellschaft mbH,tib.joanneum
Datathek,oeaw.datathek
OJS-Service ULBT,ulbt.ojs
People @ Hochschule Burgenland,fhb.people
Austrian NeuroCloud,unisalzb.anc
Open Journal Systems WU,wuw.ojs
coMMents,mm.comments
uniTV,unisalzb.unitv
IRIHS - Institutional Repository at IHS,ihs.irihs
Digitale Bibliothek des Belvedere,belwien.repository
Belvedere Werkverzeichnisse Online,belwien.wvz
Stadtarchiv Krems,stakr.stadtarchiv
Hochschule Burgenland Digital Repository,fhb.cdm
Open Research Repository,ceu.orr
Mittelhochdeutsche Begriffsdatenbank,unisalzb.mhdbdb
Ludwig Boltzmann Gesellschaft Repository,lbg.repos
Popper Archiv,aau.tfguek
Università degli Studi di Firenze,crui.unifi
Repositorio Universidad de Cartagena,scjq.acsxkq
TOPMed,datacite.topmed
Repositorio Biblioteca Digital Externadista,hppk.yxmipx
GTEx,datacite.gtex
Deutsches Institut f�r Erwachsenenbildung,gesis.die
Czytelnia Czasopism PAN,psnc.pan-cc
Faculty of 1000 Research Ltd,bl.f1000r
DODIS Internationale Beziehungen,ethz.dodisint
Russian Agency for Digital Standardization,rads.main
Prior Art Publishing GmbH,tib.pap
Universitätsbibliothek JCS Frankfurt,gesis.ubjcs
"Federal State Budgetary Educational Institution of Higher Education ""Yaroslav-the-Wise Novgorod State University""",spbpu.novsu
Politechnika Wroc_awska,tib.owpwr
Digital Repository of Southern Federal University,spbpu.sfedu
Institute of Archaeology Russian Academy of Sciences,rads.airas
S�chsische Landesbibliothek - Staats- und Universit�tsbibliothek Dresden (SLUB),tib.slubdd
Publishing house �Radiotekhnika�,spbpu.radiotek
Universit�tsbibliothek Bamberg,subgoe.bamberg
Publishing Group Logos,rads.pgl
"FLOSS Project, Syracuse University",tib.floss
Repositorio Institucional CRIS UABC,uabc.ztrwyk
EDITORIAL REUS,rads.reus
Polska Platforma Medyczna,umzv.rokgdt
INTERVALS,ivs.intervals
Kola Science Center of the Russian Academy of Sciences,rads.ksc
Zeitschrift f�r Frauen- und Geschlechterforschung,gesis.que-net
International Atomic Energy Agency,tind.iaea
Altai State Technical University,rads.astu
UIKTEN - Association for Information Communication Technology Education and Science,tib.tem
Silesian University of Technology,tib.si
Conferences & Abstraits Management system,inist.medsys
SurSU Electronic Library,spbpu.sursu
Ma_opolska Wy_sza Szko_a Ekonomiczna,psnc.mwse
European Chemical Bulletin,mtakik.ecb
Wrocławski Przegląd Teologiczny,psnc.wpt
Voronezh State Technical University,rads.vstu
Omsk F. M. Dostoevsky State University,rads.osu
Editura Universitara - Romania,tib.editura
City of Austin Digital Repository,austintx.atxdr
Cellular Therapy and Transplantation,tib.ctt
The Royal Central School of Speech and Drama,figshare.rcssd
Yakut Science Centre of RAMS,rads.ymj
Registry of Open Data on AWS,awsod.roda
Russian State Agrarian University-Moskow Timiryazev Agricultural Academy,spbpu.timacad
Krakowska Akademia im. Andrzeja Frycza Modrzewskiego,psnc.sdpipp
Caspian Agrarian Federal Scientific Center of the Russian Academy of Sciences,rads.pafnc
The Institute of Oriental Manuscripts. Russian Academy of Sciences,spbpu.ivrran
Lublin University of Technology,tib.lublin
Institute of Astronomy of the Russian Academy of Sciences,rads.inasan
Kremlin Medicine Journal,spbpu.km
Repository of scientific and methodological materials SU (IMBL),spbpu.suimbl
Hadtudom�ny,mtakik.hadtud
FSBSI KRCAHVM,spbpu.krcahvm
Open Systems Publishings,rads.os
te.ma,dmfw.btjoph
Open Society Foundations,osf.osf
Bundesinstitut f�r Bevolkerungsforschung (CPoS),gesis.bib
Far Eastern Branch of the Russian Academy of Sciences,rads.febras
Grozny State Oil Technical University named after Academician M.D. Millionschikova,rads.gstou
"Center for the Study of Social and Human Sciences ""Historical Consciousness""",rads.nhp
Chuvash State Pedagogical University named after Yakovlev I.,rads.chgpu
Fides Et Ratio,psnc.fer
Karto y Ov Ltd,rads.pav
Apeiron WSBPI,tib.apeiron
Instytut Badawczy Leśnictwa,ibles.yitvwi
"Federal State Budgetary Institution ""Institute of Pedagogy, Psychology and Social Problems""",rads.kpj
Astrakhan State Medical University,spbpu.astrakhan
Penza State Agrarian University,rads.vrf
Traditional Culture,rads.tk
Chuvash regional branch of the interregional public organization Academy of Informatization of Education,rads.io
"National association of specialists in thrombosis, clinical haemostasiology and haemorheology",rads.thrj
H�ttentechnische Vereinigung der Deutschen Glasindustrie e.V.,tib.hvg
Senckenberg Naturhistorische Sammlungen Dresden,tib.snsd
Vitus Bering Kamchatka State University,rads.kra
K�l�nleges B�n�sm�d,mtakik.kulban
Iranian Biomedical Journal,zbmed.ibj
SICAS,ethz.sicas
STUDIO-NOA,psnc.studio-noa
"The Russian Journal �Problems of Veterinary Sanitation, Hygiene and Ecology�",spbpu.scienlib
Theoretical Philosophy/MIND Group � JGU Mainz,gesis.mind
IDS Luzern,ethz.ids-lu
Leibniz-Institut f�r Nutztierbiologie (FBN),zbmed.fbn
Deutsche Hochdruckliga e.V.,zbmed.dhl
PanNature,fzao.juniyb
RUSSIAN SOCIETY OF HISTORIANS OF MEDICINE,rads.roim
Freshwater Biological Association,bl.fba
Instituto de Estudios Políticos Andinos,rads.iepa
National Journal Glaucoma,rads.njg
vz-nrw (Verbraucherzentrale Nordrhein-Westfalen e. V.),gesis.vz-nrw
Saint-Petersburg Economic Journal,rads.pej
Interregional Association of Theorists of State and Law,rads.matgip
Thieme Chemistry,tib.thieme
"EARSeL eProceedings, University of Oldenburg",tib.earsel
Faculty of Economics University of Ljubljana,zbw.felu
Rabbit and Fur-Bearing Animal Breeding,rads.kipz
datalino,gesis.datalino
Foundation for Science and Education,spbpu.fse
St. Edward's University,figshare.stedward
Saint Petersburg Mining University,rads.spmi
Zuyd University of Applied Sciences,figshare.zuyd
Summer School in Russian Literature,spbpu.pijs
Hochschule Sachsen-Anhalt,tib.hsa
IHU Méditerranée Infection,ihumi.pub
European Society of Cardiovascular Radiology,tib.escr
Russian Association for the Study of Pain,rads.rasp
"Institut f�r Erziehungswissenschaft,WWU M�nster",gesis.ife
"Interdepartmental Center for Analytical Research in Physics, Chemistry and Biology under the Presidium of the Russian Academy of Sciences",rads.mz
N. A. Rimsky-Korsakov Saint Petersburg State Conservatory,rads.om
Tavrida Bulletin of Agrarian Science,rads.tbas
All-Russian Research Institute of Corn,rads.aric
Institut f�r Publizistik- und Kommunikationswissenschaft an der FU Berlin,gesis.ifpuk
Dairy and Beef Cattle Farming,rads.dbcf
Mechanics of composite materials and structures,rads.mkmk
IRKUTSK STATE MEDICAL UNIVERSITY,rads.ismu
INSTITUT PAUL BOCUSE RESEARCH CENTER,inist.ipbr
Acta Biologica Plantarum Agriensis,mtakik.abpa
Unit� de recherche en pratique pharmaceutique du Centre hospitalier universitaire Sainte-Justine,cisti.urpp
Instytut Geodezji i Kartografii,psnc.igik
__________ ________-_________,spbpu.naukakor
Heinrich B�ll Foundation,gesis.hbs
Chinhoyi University of Technology (CUT),fzao.emqzac
All-Russian Selection and Technology Institute of Horticulture and Viticulture,rads.vstisp
MB-Mediasports,tib.moredata
"LLC ""NETWORK INSTITUTE OF ADDITIONAL PROFESSIONAL EDUCATION""",rads.sidpo
e-Journal of Practical Business Research,zbw.pbr
Florida Fish and Wildlife Research Institute Repository,fwri.repo
DataVerse Prueba,hppk.czsitc
Royal Society of Chemistry,bl.rsc
KIPK,kipk.iygdml
Financial Economics,rads.fe
European Academy for Allergology and Clinical Immunology,zbmed.eaaci
Advocacy Unified Network,iufq.kqknhl
African Population and Health Research Centre,crui.aphrc
Digital Antiquity (TDAR),sml.tdar
IHU Méditerranée Infection,ihumi.data
Hematology Research Center of the Ministry of Healthcare of the Russian Federation,rads.hat
Journal of Arrhythmology,spbpu.incart
THE EURASIAN HUMANITIES INSTITUTE,rads.ehi
Scientific School of Educational Systems Management,rads.uazcsq
Microlepidoptera.hu,mtakik.miclepid
Meconed Repository,stvk.fnmkdc
Polskie Towarzystwo Akustyczne,psnc.pta
Vaganova Academy of Russian Ballet,rads.arb
Reformed Church University (RCU),fzao.blmgcr
Aridhia Informatics Ltd.,aridhia.services
Firsova Y.G.,rads.il
Comitato Ev-K2-CNR,crui.evk2cnr
Ecole de Psychologues Praticiens,inist.epp
Video Journal of Vitreoretinal Surgery,zbmed.vjvrs
ISVP,spbpu.isvp
OPUS,tnde.moqmnm
________,spbpu.sinteria
ITS Indonesia Motion Capture Data Repository,fzao.aaujtx
R&D M�diation,inist.rdmdtn
Media Mente Ltd,rads.mm
Citrine community data,citrine.comm
Gigantum,gigantum.gigantum
"University of Ljubljana, Faculty of Law (UL-FL)",gesis.ulfl
All-Russian Institute of Plant Protection,rads.bpp
Living Goods,lg.lg
Saint Petersburg State Institute of Technology,rads.tu
ElIT LLC,rads.ep
omicX,inist.omictool
Eyvor Institut,tib.eyvor
National Center of Labor Hygiene and Occupational Diseases,rads.ncgtpz
Repositório de Dados de Pesquisa UFABC,ufabc.rxfbyl
"Stiftung Schloss Friedenstein, Gotha",tib.casimir
Larionov A.V.,rads.av
Flinta Publishing,rads.sl
N.I. Lobachevsky State University of Nizhni Novgorod - National Research University,rads.omp
ROSIS Veröffentlichungen,anji.tdinnz
Amt für Statistik Berlin-Brandenburg,udaz.symubx
Repositorio Institucional Universidad El Bosque,tsgn.zagwze
UB Bern,ethz.ubbern
BA Justiz,ethz.bajus
Kurchatov Institute - IREA,rads.irea
Cardiometry Journal,rads.cm
Institute for Problems of Chemical and Energy Technologies,rads.pcet
PRINT-2 Ltd,rads.print
"Publishing and Printing Center ""POLITERRA""",rads.php
Acta Zoológica Mexicana,ethp.fystcj
Acta Botánica Mexicana,ethp.gzyxtq
Madera y Bosques,ethp.xkwtmo
Facultad de Psicolog�a de la Universidad de la Rep�blica,gesis.fdp-uru
Universit�tsbibliothek Chemnitz,tib.tuchem
"TU Braunschweig, Institut f�r Psychologie, Abt. Gerontopsychologie",zbmed.ebookalt
WROCLAW UNIVERSITY OF SCIENCE & TECHNOLOGY CWINT,psnc.wust-cwint
Joachim Herz Stiftung (Programmbereich Wirtschaft),zbw.jhs
LLC  POLIGRAFIST,rads.npk
Abay Myrzakhmetov Kokshetau University,rads.amku
Repositorio Académico,vwys.repositorio
Repositorio de Datos de Investigación de la Universidad de Chile,uchile.dataverse
Repositorio de memorias,usm.dspace
Portal de Libros,uchile.libros
Repositorio de revistas académicas USACH,usach.revistas
Repositorio Datos de Investigación Pontificia Universidad Católica de Chile,puc.dataverse
Repositorio Datos de Investigación UNAB,unab.dataverse
Revista Bits de Ciencia,vwys.bits
Revista Enfoques,ucentral.enfoques
CRIS,usm.cris
Repositorio Institucional,ucn.dspace
Revista Cuadernos Chilenos de Historia de la Educación,uoh.ojs
Repositorio de Datos de Investigación Universidad de Santiago de Chile,usach.dataverse
REVISTAS,usm.ojs
Repositorio de Datos UdeC,udec.umbvla
FACSO,facso.facso
Dataset,usm.dataset
FACSO,vwys.facso
OMP,usm.omp
Repositorio Institucional,ucentral.hqourk
Repositorio académico de acceso abierto de la Universidad Autónoma de Chile,autonoma.repo
EBAS,qpcj.ebas
NTNU,tind.ntnu
NSD – Norsk senter for forskningsdata,bibsys.nsd
MF journals,bvqb.lcuxag
Norwegian Marine Data Centre,bibsys.nmdc
"UNINETT Sigma AS, Norway",bibsys.uninett
NORSAR,bibsys.norsar
Pandonia Global Network (PGN),qpcj.pgn
Norsk Polarinstitutt,bibsys.npolar
COAT Data Portal,mhxf.coat
Universitetet i Sørøst-Norge,bibsys.usn
Norwegian Meteorological Institute,bibsys.met
The Norwegian Institute of Bioeconomy Research,bibsys.nibio
COCCON,qpcj.coccon
forebygging.no; www.forebygging.no,bibsys.forebygging
"NVA, Sikt",bibsys.bibsys
data.sintef.no,imyd.icaygo
Forsvarets h�gskole,bibsys.sk
"NVA, Norwegian Institute of Food, Fisheries and Aquaculture Research",xkwr.ebwsop
"NVA, Norwegian University of Science and Technology",bibsys.ntnu
NILU - Norsk institutt for luftforskning,bibsys.nilu
NDACC,qpcj.ndacc
Norwegian Water Resources and Energy Directorate,wddd.gukzxe
"NVA, Arctic Monitoring and Assessment Programme",xkwr.lvejzh
Høyskolen Kristiania,ewkf.qdpwdw
EUBREWNET,qpcj.eubrewnet
Oplandske bokforlag,ivdv.dvcqto
Høgskulen på Vestlandet,bibsys.hvl
AEOLUS,qpcj.aeolus
Norwegian Business School,bibsys.bi
AGAGE,qpcj.agage
NINA,bibsys.nina
"NVA, Norwegian Institute of Public Health",xkwr.fkifib
"NVA, Norsk Regnesentral",xkwr.qfqlud
"NVA, OsloMet - Oslo Metropolitan University",xkwr.tclusj
Artskart,arts.scgbpj
NVA MET,duls.elcgmi
"NVA, Volda University College",xkwr.cgyhvd
"NVA, Oslo University Hospital",xkwr.dyawhr
"NVA, Norwegian University of Life Sciences",xkwr.hqxwwz
"NVA, Akvaplan-niva AS",xkwr.vzijvv
University of Colorado: Anschutz Medical Campus,anschutz.rep1
Global Communications Repository,glcmr.geslzl
USGS DOI Tool Production Environment,usgs.prod
SESAR_USGS,xaqp.zqnehk
National Park Service,usnps.usnps
FWS DOI Tool Production Environment,usgs.fws
Climate Adaptation Science Centers,climsc.csc
United States Geological Survey IGSN,pryl.igsn
National Geological and Geophysical Data Preservation Program (NGGDPP),pryl.mxfyrs
FWS Landscape Conservation Cooperative,usgs.fws-lcc
MAREN National Repository,dvrr.hwkajc
University of Vienna,univie.univie
VALEP,univie.valep
"Kunstuniversität Linz, Abschlussarbeiten",ufg.phaidra
Univie PZLE OJS Repository,univie.pzle
"Phaidra - Repository of the University of Veterinary Medicine, Vienna",vetmedu.phaidra
FHSTP Phaidra,fhstp.phaidra
Angewandte Repositorium,uaav.vjeioq
KUG Scholar,kug.scholar
Phaidra,cuas.phaidra
Phaidra,abpu.phaidra
George Mason University,gmu.ulibry
Libra,uva.libra
William & Mary School of Arts & Sciences,wm.artsci
VCULIBRARIES,vcu.vculibraries
Old Dominion University,odu.viva
MinorLab,uva.minorlab
William & Mary School of Education,wm.education
Virginia Institute of Marine Science,wm.vims
Virginia Tech Data Repository,vt.vtechdata
aperio,uva.aperio
VTTIDATA,vt.vttidata
Art Inquiries,vcu.artinquiries
James Madison University,jmu.viva
Journal of Queer and Trans Studies in Education,vcu.jqtse
MolSSI,vt.molssi
VIVA OER,vivaoff.vivaoer
McNair Journal at VCU,vcu.mcnair
Research Development Review: The NORDP Journal,vcu.rnr-nordp
Repositorio Institucional Pontificia Universidad Javeriana Bogotá,ckhe.ctzkwv
Repositorio Institucional E-docUR,udr.institutional
Repositorio Institucional Pontificia Universidad Javeriana Cali,ckhe.iqznlh
Papyrus,papyrus.cbwggn
Repositorio de datos de investigación de la Universidad del Rosario,udr.researchdata
Repositorio Institucional de la UNSA.,irqg.ozhscc
Repositorio de Revistas de Investigación de la UNSA,irqg.usxwic
Digitk Repositorio Institucional Areandina,enot.vljjbk
Repositorio de Datos Pontificia Universidad Javeriana,ckhe.geqtgq
Mekelle University Institutional Repository (MU-IR),fzao.lvbgao
Mekelle University Online Journals (MUOJ),fzao.vvkizy
Tigray Regional Data Management Center for Health (TRDMC),fzao.drdoep
Hawassa University,fzao.dawkdn
Injibara Journal of Social Sciences and Business (IJSSB),fzao.fkwxik
Raya University Repository,fzao.xfjlil
International Institute for the Study of Kurdish Societies (IISKS),tib.iisks
Tabriz University of Medical Sciences,zbmed.tabriz
A+BE,jwln.bkrkhv
Digital Archive of Archaeological Reports Flanders,bkic.ukkfhm
ILVO PURE,dkng.ilvopure
VITO Reports,khzl.vitorep
The University of Notre Dame Australia,ardcx.raid-ygcuhh
Australian Institute of Marine Science - eAtlas,uuag.xxnipc
Resilient Landscapes Hub - National Environmental Science Program,uuag.loinmf
Institute of Marine and Antarctic Studies - University of Tasmania,uuag.tmnpaz
Sustainable Communities and Waste Hub - National Environmental Science Program,uuag.pqpvig
Climate Systems Hub - National Environmental Science Program,uuag.bwwfiu
"Department of Climate Change, Energy, the Environment and Water",uuag.zdfqne
RAiD Australia and New Zealand,ardcx.raid-yschfy
Australian Research Data Commons,ardcx.raid-ynhroz
Australian Plant Phenomics Network,ardcx.raid-tyqnqq
Phenomics Australia,uuag.paumap
Straininfo,zypi.vnulkh
German Medical Science,zbmed.gms
Universitäts- und Landesbibliothek Sachsen-Anhalt,zbmed.ulbhalle
Universitätsbibliothek Regensburg,zbmed.pf
Fachrepositorium Lebenswissenschaften,zbmed.ellinet
BacDive,zbmed.dsmz
Kuratorium für Technik und Bauwesen in der Landwirtschaft e. V. (KTBL),zbmed.ktbl
Leibniz-Institut für Arbeitsforschung an der TU Dortmund (IfADo),zbmed.ifado
"Environmental Research Institute, Faculty of Science & Engineering, University of Waikato, New Zealand",zbmed.lernzdb
PUBLISSO,zbmed.publisso
"International Center for Food Chain and Network Research, Rheinische Friedrich Wilhelms-Universität Bonn",zbmed.ijsfd
Universität Würzburg,zbmed.jmuw
Bundesanstalt für Landwirtschaft und Ernährung,zbmed.ble
Institut für Qualität und Wirtschaftlichkeit im Gesundheitswesen,iqwig.crlntk
Bundesinstitut für Risikobewertung Fachgruppe ZEBET - Datenbank und Informationsbeschaffung Abteilung Experimentelle Toxikologie und ZEBET,zbmed.bfr
Österreichische Gesellschaft für Entomofaunistik (OEGEF),zbmed.oegef
Ärztliches Zentrum für Qualität in der Medizin,zbmed.aezq
Museum für Naturkunde Berlin - Leibniz-Institut für Evolutions- und Biodiversitätsforschung,zbmed.mfn
Sigmund Freud PrivatUniversität Wien (SFU),zbmed.sfuwien
SILVA,zypi.jhzdvi
Bundesamt für Strahlenschutz,zbmed.bfs
"HITS gGmbH, Heidelberger Institut für Theoretische Studien",zbmed.hits
Zoologisches Forschungsmuseum Alexander Koenig - Leibniz-Institut für Biodiversität der Tiere,zbmed.zfmk
Oroboros Instruments,zbmed.oroboros
Floristisch-soziologische Arbeitsgemeinschaft e.V. (FlorSoz),zbmed.florsoz
Verein zur Förderung des biologisch technologischen Fortschritts in der Medizin e.V.,zbmed.diagnomx
ANeT (Network for the study of Asian Ants),zbmed.anet
Deutsche Sporthochschule Köln,zbmed.dshs
Senckenberg Museum für Naturkunde Görlitz,zbmed.smng
Zentralinstitut für die kassenärztliche Versorgung in der Bundesrepublik Deutschland (Zi),zbmed.zi
Onkološki inštitut Ljubljana / Institute of Oncology Ljubljana,zbmed.oi
Psychometrikon,zbmed.psymet
eyeMoviePedia,zbmed.emp
ZB MED Blog,kydj.kjryeq
Max Rubner-Institut  – Bundesforschungsinstitut für Ernährung und Lebensmittel,zbmed.mri
